penA	mtrR	porB	ponA	gyrA	parC	23S	ST
13.001	25	11	1	7	53	100	1718
13.001	1	12	1	7	3	100	1719
14.001	58	100	100	7	20	100	1720
14.001	244	14	100	7	20	100	1721
14.001	49	1	100	7	20	100	1722
2.002	216	3	100	7	4	100	1723
14.001	49	100	100	7	20	100	1724
2.024	133	37	1	7	48	100	1725
2.002	174	14	100	33	4	100	1726
2.002	54	100	100	7	18	100	1727
19.001	10	100	100	7	55	100	1728
19.001	124	100	100	7	20	100	1729
2.008	10	13	1	7	20	100	1730
14.001	5	14	100	100	7	100	1731
12.001	36	8	1	100	2	100	1732
4.001	16	8	1	100	1	100	1733
12.001	36	11	1	100	2	100	1734
128.001	33	4	1	2	5	100	1735
125.001	19	8	1	7	3	100	1736
87.002	16	8	1	7	3	100	1737
43.004	1	8	1	7	3	100	1738
10.003	246	8	1	7	21	100	1739
10.003	247	8	1	7	21	100	1740
18.001	22	8	1	34	93	100	1741
13.001	25	8	1	7	94	100	1742
21.001	248	8	1	7	3	100	1743
10.004	33	12	1	2	5	100	1744
126.001	59	8	1	7	22	100	1745
9.001	1	1	1	1	22	100	1746
9.001	236	100	1	1	49	100	1747
22.001	10	100	100	7	26	100	1748
2.008	54	100	100	100	2	100	1749
2.008	54	4	1	2	34	100	1750
2.002	89	37	100	7	4	100	1751
2.002	252	13	100	7	4	6	1752
19.001	18	100	1	1	15	100	1753
19.001	18	100	100	100	2	100	1754
19.001	237	100	1	7	15	100	1755
14.001	10	14	1	1	2	100	1756
14.001	239	13	100	1	4	12	1757
14.001	171	3	100	1	90	100	1758
14.001	10	100	100	1	4	100	1759
14.001	10	100	1	100	89	100	1760
14.001	240	13	100	7	3	100	1761
19.001	38	14	1	7	91	100	1762
19.001	47	100	1	7	17	32	1763
19.006	18	12	1	7	26	100	1764
2.001	10	100	100	100	1	100	1765
2.001	242	14	1	1	26	100	1766
9.001	238	100	1	1	22	100	1767
19.007	18	100	1	7	20	100	1768
2.002	171	100	100	1	90	100	1769
2.001	171	3	100	1	90	100	1770
2.002	10	100	100	1	4	100	1771
14.007	10	14	100	100	7	100	1772
19.001	124	3	100	1	81	100	1781
2.002	89	100	100	7	84	100	1782
2.002	10	100	100	7	84	6	1783
2.002	89	13	100	7	84	100	1784
2.002	216	11	100	7	84	6	1785
19.001	38	12	1	7	87	100	1786
21.001	1	8	1	7	92	100	1787
2.002	225	13	100	1	84	100	1788
14.001	18	13	100	7	81	100	1789
14.001	58	13	100	7	81	100	1791
2.002	1	48	1	7	82	30	1792
2.002	89	1	100	7	84	100	1793
14.001	18	14	100	7	81	100	1797
2.002	89	12	100	7	84	100	1798
2.002	89	12	100	7	88	100	1799
2.002	89	37	100	7	84	100	1800
2.002	10	100	100	1	87	100	1802
19.006	18	12	1	7	87	100	1803
2.002	40	1	100	7	4	100	1804
5.002	122	11	1	7	3	100	1805
34.001	1	6	1	1	3	100	1807
14.008	10	3	100	100	1	31	1808
2.002	40	1	1	7	4	100	1809
78.002	122	14	1	7	3	100	1810
21.001	15	100	100	100	7	100	1811
2.002	40	3	100	1	3	100	1812
3.003	256	8	1	7	3	2	1813
5.002	222	14	1	7	3	2	1815
5.002	122	8	1	7	3	100	1816
14.001	10	3	100	100	1	30	1817
34.001	9	1	100	7	3	100	1818
2.001	9	3	100	100	3	100	1819
14.008	10	3	100	100	1	6	1820
14.008	10	3	100	100	1	29	1821
2.001	1	1	1	100	1	100	1822
14.008	10	3	100	100	1	100	1823
5.002	122	13	1	7	3	100	1824
9.001	82	14	100	100	2	100	1825
5.002	122	3	1	100	3	100	1827
43.002	122	14	1	7	3	100	1828
19.001	69	14	100	7	55	100	1830
2.002	19	14	100	1	68	100	1831
5.002	257	14	1	7	3	100	1832
14.001	171	13	100	1	90	100	1833
2.002	253	100	100	100	2	100	1834
2.002	69	100	100	100	2	100	1835
123.001	241	100	100	1	18	100	1836
2.002	243	1	100	1	18	100	1837
2.024	133	13	1	7	48	100	1839
13.001	22	8	1	34	93	100	1840
19.001	47	12	1	7	15	100	1841
14.001	47	3	1	7	17	100	1842
129.001	40	100	100	7	4	100	1843
2.026	27	1	100	100	2	100	1844
9.001	105	1	100	100	2	100	1845
2.002	9	3	1	7	3	100	1846
5.002	19	3	1	1	3	100	1847
2.001	58	11	1	100	2	100	1848
2.002	40	9	100	7	3	100	1849
19.001	38	12	1	7	95	100	1850
19.001	89	14	100	7	82	100	1851
2.002	216	3	100	7	84	6	1852
2.002	89	3	100	7	84	100	1853
2.002	18	14	100	7	20	100	1854
2.002	249	37	100	7	84	100	1855
19.008	10	100	1	7	15	100	1856
34.007	122	1	100	7	6	100	1857
19.001	49	1	100	7	81	100	1858
14.001	250	46	100	7	81	100	1859
14.001	49	14	100	7	81	100	1860
2.002	174	11	100	1	84	100	1861
19.001	10	14	1	7	87	100	1862
34.001	1	35	1	1	3	100	1863
14.001	18	13	100	7	22	100	1864
19.001	18	14	1	7	20	100	1865
2.001	222	11	100	7	4	100	1866
2.002	9	1	1	7	3	100	1867
14.002	16	1	100	100	7	6	1868
5.002	40	1	1	7	3	100	1869
14.001	10	3	100	100	1	27	1870
2.002	18	100	100	100	96	100	1871
14.001	10	1	100	100	1	100	1872
19.001	261	13	1	7	3	100	1873
14.008	16	3	1	1	3	100	1874
2.001	260	13	100	100	100	100	1875
2.002	89	100	100	1	4	100	1876
5.002	137	100	1	1	3	100	1877
2.001	15	8	1	100	1	100	1878
9.001	18	100	1	1	22	100	1879
2.002	258	14	100	100	2	100	1880
63.001	1	3	1	100	2	100	1881
2.002	42	13	100	10	2	100	1882
18.001	19	14	100	7	3	100	1883
93.001	259	3	100	100	100	100	1884
19.001	163	100	100	7	20	100	1885
34.001	1	3	1	7	3	100	1886
94.001	42	100	100	10	2	100	1887
2.002	18	14	100	100	100	100	1888
2.026	24	1	100	100	2	100	1889
14.001	10	14	100	1	22	100	1890
2.002	25	1	100	100	2	100	1891
12.001	161	13	1	16	49	8	1892
14.001	29	8	100	1	7	100	1893
12.001	161	13	1	16	49	100	1894
2.002	19	9	1	7	3	100	1895
19.001	124	13	100	23	20	100	1896
2.002	42	1	100	10	2	100	1897
2.001	1	1	1	7	2	100	1898
2.022	19	11	1	25	10	100	1899
2.002	40	11	100	7	4	100	1900
2.002	10	100	1	1	55	100	1901
2.001	54	1	100	1	22	22	1902
14.001	29	1	100	1	7	100	1903
2.027	14	100	100	35	1	100	1904
14.001	47	13	1	7	17	100	1905
2.001	24	1	100	100	2	2	1906
2.001	211	13	100	1	22	33	1907
34.007	54	1	100	7	4	100	1908
130.001	5	13	100	100	100	100	1909
14.001	47	3	1	7	15	100	1910
130.001	260	13	100	100	100	100	1911
2.002	274	11	100	7	4	100	1912
2.002	274	1	100	7	4	100	1913
14.001	10	3	100	100	1	7	1914
5.002	1	3	1	1	1	31	1915
15.003	275	14	100	1	26	100	1916
78.002	39	11	100	7	4	2	1917
34.001	40	1	100	7	3	100	1918
2.001	5	3	100	100	100	100	1919
34.007	274	100	100	7	4	100	1920
2.001	54	14	100	1	22	22	1921
2.001	211	1	100	1	22	33	1922
14.001	14	1	100	1	3	100	1923
2.001	24	1	100	7	4	1	1924
34.001	130	11	100	1	3	100	1925
19.001	38	37	1	7	15	100	1926
2.002	47	14	100	7	4	100	1927
2.001	47	1	100	7	4	1	1928
2.002	10	3	100	1	89	100	1929
2.002	10	3	100	1	102	100	1930
19.001	10	14	1	7	26	100	1931
9.001	10	23	1	1	55	100	1932
19.001	10	100	1	7	26	100	1933
2.002	18	14	1	1	4	100	1934
19.001	18	3	1	7	102	100	1935
19.001	18	100	1	100	89	100	1936
19.001	18	3	1	1	4	100	1937
2.002	40	3	100	7	4	100	1938
1.001	54	14	1	7	26	100	1939
9.001	69	14	1	1	22	22	1940
2.002	171	13	100	1	90	100	1941
19.001	278	100	100	100	103	100	1942
9.001	276	14	1	1	49	100	1943
14.001	277	41	100	1	4	100	1944
19.001	279	24	1	7	15	100	1945
2.002	280	14	1	1	4	100	1946
2.028	40	13	100	7	4	100	1947
14.001	10	100	100	100	1	31	1948
2.029	25	11	1	2	22	100	1949
9.001	105	3	100	100	2	100	1950
44.001	282	100	1	1	10	2	1951
2.001	1	1	1	100	2	31	1952
121.001	1	4	1	7	105	100	1953
2.002	89	14	100	1	26	100	1954
2.008	10	100	1	7	15	100	1956
43.002	10	13	100	7	6	100	1957
2.002	54	100	100	100	2	100	1958
14.001	14	3	100	1	3	100	1959
5.005	257	14	1	7	3	100	1960
60.001	1	8	1	101	3	100	1961
2.001	10	100	1	1	22	100	1962
100.001	29	100	100	100	7	100	1963
2.001	9	3	100	100	3	2	1964
103.004	38	12	1	7	55	100	1965
14.001	10	13	1	7	7	35	1966
43.002	284	1	100	7	6	100	1967
2.001	283	14	1	100	1	100	1968
5.002	222	1	1	7	3	100	1969
2.001	39	1	100	7	4	2	1970
2.001	39	1	100	7	4	31	1971
2.001	171	100	100	1	90	100	1972
19.001	54	14	100	100	1	100	1973
5.002	19	21	100	1	22	100	1974
13.001	19	3	1	7	9	100	1975
2.002	10	14	100	7	26	100	1976
43.004	25	13	1	2	45	100	1977
2.002	285	1	100	7	4	100	1980
93.001	25	3	100	100	100	1	1981
2.001	39	11	100	7	4	35	1982
2.002	89	14	100	7	59	100	1983
22.001	50	3	100	100	1	2	1984
124.001	18	4	100	100	100	100	1985
130.001	33	100	100	100	99	34	1986
124.001	16	13	1	100	101	34	1987
130.001	272	13	15	100	99	34	1988
19.007	14	100	1	7	97	34	1989
2.023	10	47	12	1	2	28	1990
5.002	22	8	1	7	3	1	1991
19.007	271	100	1	36	100	34	1992
2.001	39	11	100	100	100	1	1993
15.001	3	44	100	100	2	2	1994
15.001	3	44	100	100	2	100	1995
2.001	25	42	100	100	100	1	1996
2.001	9	44	100	100	100	100	1997
2.001	9	44	100	100	1	100	1998
2.001	10	100	100	100	7	100	1999
67.001	9	1	100	100	100	100	2001
2.007	9	1	100	100	100	2	2002
14.001	10	44	100	100	7	100	2004
70.001	54	100	100	3	100	100	2007
2.011	82	3	100	100	2	100	2008
73.001	25	3	100	100	100	100	2009
2.012	10	14	100	100	7	100	2010
76.001	25	1	100	100	2	2	2011
79.001	25	3	100	100	100	2	2012
1.004	5	100	100	100	1	100	2013
1.007	5	100	100	100	1	100	2014
1.007	5	100	100	14	1	100	2015
62.001	3	44	100	100	2	2	2016
103.003	1	8	1	1	3	100	2017
2.006	14	100	100	100	1	100	2018
19.001	5	14	1	7	15	100	2019
103.002	38	13	1	7	1	100	2020
103.002	38	12	1	7	26	100	2021
12.001	15	13	100	100	1	100	2022
13.001	35	100	1	100	7	100	2023
14.001	5	13	1	7	20	100	2024
14.001	10	1	100	100	19	10	2025
14.001	14	1	100	100	1	100	2026
14.001	15	100	100	100	1	100	2027
14.001	15	100	100	100	7	100	2028
14.001	10	19	100	100	1	100	2029
14.001	10	12	100	100	1	100	2030
14.001	10	13	1	7	20	100	2031
14.001	10	14	100	100	19	10	2032
14.001	10	100	100	100	19	10	2033
2.002	10	100	100	100	1	100	2034
2.002	10	100	100	100	2	100	2035
2.002	10	14	1	100	1	100	2036
2.002	10	4	100	100	7	100	2037
2.002	15	4	1	100	7	100	2038
2.002	15	4	100	100	7	100	2039
2.002	15	3	100	100	7	100	2040
2.002	15	100	100	100	7	100	2041
2.002	15	100	100	100	1	100	2042
14.001	29	13	100	100	1	100	2043
19.001	38	100	1	7	1	100	2044
19.001	69	13	1	7	1	100	2045
19.001	15	100	1	7	1	100	2046
2.001	15	1	1	100	1	100	2047
2.001	170	4	1	100	1	100	2048
2.001	24	3	100	100	2	100	2049
2.002	19	4	1	100	2	100	2050
34.001	3	1	100	100	2	100	2051
4.001	36	100	1	100	2	100	2052
14.001	15	1	100	100	7	100	2053
14.001	49	3	100	7	3	100	2054
14.001	144	1	100	100	7	100	2055
19.001	5	14	100	7	15	100	2056
19.001	5	100	1	7	15	100	2057
19.001	15	100	100	7	15	100	2058
19.001	15	13	1	7	20	6	2059
19.001	15	1	100	100	7	100	2060
19.001	10	1	1	7	15	100	2061
19.001	69	1	1	7	15	100	2062
19.001	261	1	1	7	3	100	2063
19.001	10	13	1	7	20	100	2064
19.001	10	4	1	7	15	100	2065
19.001	24	21	1	7	15	100	2066
19.001	35	13	1	7	20	100	2067
19.001	35	13	1	7	3	100	2068
19.001	38	13	1	7	26	100	2069
19.001	38	11	1	7	26	100	2070
19.001	38	13	1	7	38	100	2071
19.001	48	100	1	7	15	100	2072
19.001	88	13	1	7	3	100	2073
19.001	88	13	1	7	15	100	2074
19.001	88	3	1	7	15	100	2075
19.001	88	100	1	7	15	100	2076
34.001	1	13	1	1	3	100	2077
14.001	289	1	100	100	7	100	2078
2.006	48	100	100	35	19	10	2079
2.002	38	3	1	7	15	100	2080
2.001	10	1	100	100	100	6	2081
2.001	10	1	100	100	100	100	2082
2.001	9	1	100	1	3	2	2083
2.002	19	11	1	7	3	2	2084
2.002	19	100	100	7	18	100	2085
2.002	50	4	100	100	7	100	2086
2.002	50	13	1	100	1	100	2087
2.002	54	13	1	7	20	100	2088
2.002	88	100	1	100	19	100	2089
2.006	14	9	100	100	1	100	2090
2.006	14	8	100	100	1	100	2091
2.006	48	100	100	100	19	10	2092
2.006	49	3	100	7	20	100	2093
2.006	49	14	100	7	20	100	2094
2.006	228	100	100	100	19	100	2095
2.008	19	19	1	2	10	2	2096
2.008	19	19	1	14	10	100	2097
2.008	19	19	1	2	10	100	2098
21.001	49	3	100	7	20	100	2099
22.001	14	3	100	100	1	100	2100
22.001	15	100	100	100	1	100	2101
22.001	15	100	100	7	15	100	2102
22.001	88	3	1	7	15	100	2103
22.001	88	100	100	100	19	100	2104
34.001	1	100	1	100	3	100	2105
34.001	1	100	1	7	3	100	2106
34.001	10	1	100	100	7	10	2107
34.001	1	4	1	1	3	100	2108
34.001	1	11	1	1	3	12	2109
34.001	1	31	100	1	3	100	2110
34.001	10	29	1	1	3	100	2111
34.001	48	100	1	1	3	100	2112
34.001	50	11	1	1	3	100	2113
68.001	54	3	100	100	7	100	2114
68.001	10	100	100	100	19	100	2115
68.001	25	3	100	100	1	100	2116
68.001	88	100	100	100	19	100	2117
68.001	203	14	100	100	2	100	2118
19.001	89	13	1	7	20	39	2119
22.001	15	3	100	43	1	100	2120
43.002	206	100	1	7	6	100	2121
9.001	10	14	100	100	19	10	2122
9.001	14	100	100	100	1	100	2123
9.001	25	12	1	100	2	100	2124
103.002	47	14	1	7	113	100	2125
19.001	69	13	1	7	114	100	2126
14.001	14	100	100	100	115	100	2127
2.002	15	100	100	43	7	100	2128
19.001	293	14	1	7	15	100	2129
12.001	294	3	1	1	3	100	2130
2.002	295	13	1	7	3	100	2131
14.001	296	3	100	7	20	100	2132
2.002	297	3	100	100	7	100	2133
2.002	298	100	1	100	1	100	2134
19.001	299	100	1	7	15	100	2135
12.001	300	100	100	100	1	100	2136
19.001	301	100	1	7	15	100	2137
19.001	301	12	1	7	15	100	2138
19.001	302	13	1	7	3	100	2139
2.002	287	3	1	1	3	100	2140
34.001	291	11	1	1	3	100	2141
14.001	15	14	100	100	7	38	2142
34.001	1	50	1	1	3	100	2143
2.001	9	50	100	100	100	100	2144
2.002	15	4	1	37	7	100	2145
19.001	14	100	100	100	1	100	2146
10.001	38	12	1	7	26	100	2147
5.002	122	3	1	7	3	100	2148
2.032	16	1	1	100	2	100	2149
14.001	10	3	100	100	1	37	2150
14.001	10	3	100	100	1	35	2151
14.001	130	1	100	100	2	100	2152
124.001	33	9	1	2	5	100	2153
10.001	19	100	1	1	3	100	2154
2.002	290	14	1	100	1	100	2155
2.002	19	46	100	1	18	100	2156
2.001	1	21	1	1	40	100	2157
2.001	24	44	100	100	2	100	2158
19.001	10	19	100	7	15	100	2159
19.001	38	4	1	7	26	100	2160
9.001	1	17	1	2	10	100	2161
9.001	74	27	100	7	10	100	2162
9.001	1	17	1	100	2	100	2163
5.002	2	17	100	1	3	100	2164
43.002	1	23	1	7	2	100	2165
14.001	29	3	100	41	7	100	2166
14.001	29	44	100	100	7	100	2167
14.001	29	100	100	100	7	2	2168
14.001	29	44	100	100	7	2	2169
14.001	10	14	1	7	7	100	2170
34.008	42	100	100	10	2	100	2171
131.001	25	3	100	100	100	1	2172
2.002	304	13	100	1	18	100	2173
2.001	39	14	100	7	4	100	2174
14.001	10	100	100	100	1	37	2175
14.01	10	1	100	100	2	100	2176
78.002	122	1	1	7	3	100	2177
5.002	40	3	1	7	3	100	2178
13.001	19	8	1	1	9	31	2179
14.001	10	14	100	100	1	39	2180
34.001	19	8	1	1	1	100	2181
14.001	10	14	100	100	1	37	2182
2.001	9	11	100	100	100	37	2183
2.001	39	11	100	7	10	100	2184
34.001	1	14	1	100	1	100	2185
14.001	14	1	100	37	3	100	2186
2.001	39	100	100	7	4	100	2187
2.001	16	1	1	100	2	100	2188
10.007	19	12	1	7	3	100	2189
5.002	19	8	1	1	3	100	2190
5.002	222	14	1	43	3	100	2191
2.001	9	8	100	100	1	100	2192
2.001	9	21	100	100	100	100	2193
2.001	9	44	100	100	1	2	2194
2.002	123	14	100	100	17	100	2195
2.001	203	3	1	100	1	100	2196
2.001	54	14	100	1	59	100	2197
2.001	203	14	1	100	1	100	2198
2.001	16	13	100	1	49	100	2199
2.001	44	8	100	100	1	2	2200
60.001	1	9	1	7	3	100	2201
34.007	305	100	100	7	4	100	2202
2.001	24	13	100	100	2	2	2203
34.007	305	14	100	7	4	100	2204
14.011	47	3	1	7	118	100	2205
34.007	40	1	100	7	4	100	2206
34.007	40	100	100	7	100	100	2207
60.001	1	8	1	7	53	100	2208
2.002	19	13	100	1	18	100	2209
9.001	54	1	1	1	22	100	2210
9.001	1	3	1	1	22	100	2211
134.001	19	3	1	7	3	100	2212
132.001	10	100	100	100	1	100	2213
133.001	1	11	1	1	3	100	2214
135.001	49	13	100	7	20	100	2215
136.001	3	1	100	100	2	100	2216
137.001	10	100	100	100	2	100	2217
137.001	10	14	100	100	2	100	2218
138.001	15	100	1	7	38	100	2219
139.001	292	4	100	100	1	100	2220
14.009	15	3	100	100	7	100	2221
140.001	49	1	100	7	20	100	2222
19.009	24	12	1	7	15	100	2223
2.03	9	1	100	100	1	100	2224
3.004	88	100	100	100	19	100	2225
34.018	1	11	1	1	3	100	2226
44.004	9	1	100	100	100	100	2227
44.004	16	100	1	1	45	100	2228
44.004	16	100	1	7	45	100	2229
5.006	1	3	1	1	3	100	2230
67.002	10	14	100	100	1	100	2231
93.002	15	1	100	44	7	100	2232
100.014	18	39	1	7	81	100	2233
100.014	18	100	1	7	81	100	2234
140.001	277	13	100	1	88	100	2235
14.001	15	14	100	100	7	100	2236
19.007	54	100	1	7	15	100	2237
60.001	1	8	1	7	53	2	2238
60.001	1	4	1	7	3	100	2239
93.001	311	3	100	100	100	1	2240
2.002	78	100	100	1	59	100	2241
93.001	311	13	100	100	100	1	2242
2.002	1	10	1	7	3	100	2243
2.002	1	8	1	7	6	1	2244
5.002	1	9	1	7	3	100	2245
2.001	1	13	1	7	3	100	2246
5.002	1	10	1	7	3	100	2247
13.001	1	13	1	1	1	100	2248
2.001	1	4	1	1	22	100	2249
2.002	1	12	1	7	8	100	2250
10.001	1	8	1	7	5	100	2251
13.002	1	8	1	7	2	100	2252
17.001	1	10	1	1	3	100	2253
17.001	1	11	1	1	3	100	2254
2.002	19	8	1	1	3	100	2255
13.001	1	10	1	7	3	100	2256
18.001	1	11	1	1	3	100	2257
12.001	1	12	1	7	3	100	2258
13.004	1	11	1	7	3	100	2259
21.001	1	4	1	7	3	100	2260
17.001	1	8	1	7	3	100	2261
2.002	19	1	8	1	7	3	2262
13.002	1	13	1	7	3	8	2263
5.002	16	4	1	7	6	100	2264
5.002	19	12	1	1	3	100	2265
21.001	1	9	1	7	3	100	2266
5.002	19	8	1	7	3	100	2267
5.002	1	13	1	1	22	100	2268
5.002	16	11	1	7	3	100	2269
18.001	1	11	1	7	6	1	2270
2.001	1	13	1	7	22	100	2271
17.001	16	8	1	1	3	100	2272
13.001	19	4	1	7	3	100	2273
10.001	19	12	1	2	5	100	2274
18.001	16	4	1	7	3	100	2275
21.001	1	12	1	7	8	100	2276
13.001	19	8	1	7	3	100	2277
13.002	19	8	1	7	3	100	2278
18.003	1	21	1	7	3	100	2279
13.002	1	13	1	21	3	100	2280
13.001	19	4	1	7	9	100	2281
12.001	16	11	1	7	6	1	2282
12.001	1	8	1	7	24	24	2283
17.001	19	12	1	1	3	100	2284
13.002	16	11	1	7	6	100	2285
10.003	1	10	1	7	25	100	2286
12.001	16	13	1	7	6	100	2287
13.001	1	11	1	7	22	100	2288
13.001	19	13	1	1	9	100	2289
13.001	19	12	1	1	10	100	2290
5.002	1	8	1	7	34	100	2291
13.002	1	13	1	7	21	100	2292
43.002	1	8	1	2	3	100	2293
21.001	19	8	1	7	3	2	2294
43.002	1	4	1	7	3	100	2295
10.004	33	8	1	2	5	100	2296
21.001	1	8	1	7	22	100	2297
5.002	1	24	1	7	22	100	2298
13.002	25	11	1	7	3	100	2299
18.001	19	8	1	7	8	100	2300
21.001	19	10	1	7	3	100	2301
18.001	19	13	1	7	3	100	2302
21.001	1	9	1	7	22	100	2303
21.001	16	8	1	7	8	100	2304
13.002	25	13	1	7	3	100	2305
18.001	1	11	1	7	25	2	2306
43.002	1	8	1	7	3	2	2307
43.001	1	4	1	7	8	100	2308
10.001	33	8	1	7	5	100	2309
13.001	19	8	1	21	3	100	2310
21.001	1	10	1	7	25	100	2311
2.001	1	11	1	1	52	6	2312
10.001	1	8	1	1	47	100	2313
10.003	1	4	1	7	47	100	2314
43.001	1	4	1	7	15	6	2315
11.001	1	4	1	40	15	100	2316
43.004	1	4	1	1	22	100	2317
43.001	1	13	1	7	8	100	2318
12.001	19	12	1	7	23	100	2319
43.001	1	8	1	7	15	6	2320
10.001	33	9	1	2	21	100	2321
13.002	1	51	1	7	3	100	2322
21.001	1	8	1	7	39	100	2323
43.001	1	8	1	1	23	100	2324
18.002	25	8	1	2	24	100	2325
43.001	1	11	1	1	22	100	2326
13.001	47	8	1	7	3	100	2327
43.002	19	12	1	1	3	1	2328
43.004	1	11	1	1	22	100	2329
19.005	19	13	1	7	21	100	2330
21.001	1	4	1	7	48	100	2331
12.001	22	8	1	34	5	100	2332
21.001	36	9	1	7	8	100	2333
43.002	19	10	1	7	3	1	2334
13.002	47	12	1	7	3	100	2335
43.001	16	11	1	7	6	100	2336
34.006	36	3	1	7	4	100	2337
18.001	47	11	1	7	3	100	2338
5.002	25	46	1	7	3	100	2339
10.003	47	12	1	7	10	100	2340
2.002	19	13	1	1	53	100	2341
43.004	19	17	1	7	3	100	2342
21.003	47	12	1	7	3	100	2343
18.001	36	11	1	2	24	100	2344
21.001	47	17	1	7	3	100	2345
18.001	36	12	1	7	24	100	2346
13.001	19	8	1	7	52	100	2347
18.001	36	21	1	2	24	100	2348
10.001	33	46	1	7	5	100	2349
13.001	25	4	1	7	53	100	2350
19.001	47	13	1	7	21	100	2351
18.001	47	14	1	7	21	100	2352
18.001	47	14	1	7	21	6	2353
21.001	22	11	1	1	52	100	2354
19.01	47	13	1	7	21	100	2355
21.001	47	12	1	7	21	100	2356
34.006	40	3	1	1	34	100	2357
5.002	1	8	1	7	93	100	2358
5.002	1	100	1	7	3	100	2359
43.002	19	8	1	7	39	1	2360
103.001	1	9	1	1	3	100	2361
103.001	1	11	1	1	3	100	2362
13.001	25	8	1	21	53	100	2363
43.002	16	13	1	7	41	100	2364
21.001	33	8	1	7	52	100	2365
103.001	1	8	1	1	9	100	2366
5.002	1	8	1	1	109	100	2367
19.001	38	46	1	7	15	100	2368
21.001	89	8	1	7	3	100	2369
13.001	22	8	1	34	53	100	2370
13.001	1	8	1	7	108	100	2371
120.001	1	11	1	7	3	100	2372
120.001	1	12	1	7	3	100	2373
13.001	25	8	1	7	93	100	2374
21.001	19	100	1	7	3	100	2375
103.001	1	8	1	1	39	2	2376
17.001	1	8	1	34	93	100	2377
18.001	1	12	1	7	120	100	2378
141.001	1	8	1	7	3	100	2379
103.001	1	13	1	23	23	100	2380
13.001	25	11	1	7	108	100	2381
12.001	22	4	1	34	93	100	2382
13.001	22	4	1	34	93	100	2383
2.002	42	12	100	10	2	100	2384
13.001	19	12	1	1	123	100	2385
12.001	22	8	1	34	93	2	2386
13.001	19	11	1	34	93	100	2387
21.001	16	11	1	7	117	100	2388
21.001	47	8	1	7	93	100	2389
10.001	33	11	1	2	121	100	2390
18.001	38	100	1	7	15	100	2391
142.001	16	8	1	7	6	100	2392
120.001	1	48	1	7	3	100	2393
147.001	16	4	1	7	6	100	2394
43.001	1	8	1	7	122	2	2395
145.001	25	11	1	1	3	100	2396
43.001	16	4	1	7	119	100	2397
103.002	47	14	1	7	21	100	2398
34.001	38	13	1	7	103	100	2399
43.002	16	8	1	7	125	100	2400
18.001	40	13	100	7	34	100	2401
34.007	40	11	100	7	21	100	2402
12.001	192	8	1	7	3	100	2403
44.001	40	9	100	1	34	100	2404
103.001	1	8	1	1	117	100	2405
2.002	19	100	100	7	4	100	2406
144.001	47	14	1	7	21	100	2407
2.002	40	100	100	1	5	100	2408
43.002	1	8	100	1	126	100	2409
12.001	192	8	1	7	62	100	2410
10.003	247	8	1	7	9	100	2411
146.001	1	8	1	7	120	100	2412
34.006	40	100	100	7	3	100	2413
34.018	40	100	100	7	4	100	2414
13.003	40	100	100	1	34	100	2415
143.001	1	13	1	7	125	100	2416
2.002	288	4	1	7	3	100	2417
5.002	288	8	1	7	3	100	2418
10.003	307	8	1	7	21	100	2419
34.006	307	3	1	7	4	100	2420
13.001	316	12	1	7	9	100	2421
13.001	314	4	1	7	22	100	2422
21.001	306	8	1	7	21	100	2423
18.001	308	12	1	2	24	100	2424
21.001	313	8	1	1	23	100	2425
34.007	122	100	100	7	4	100	2426
43.002	310	8	1	7	3	100	2427
5.002	317	100	1	7	3	100	2428
2.002	1	4	1	7	3	100	2429
5.002	1	4	1	7	3	100	2430
5.002	1	11	1	7	3	100	2431
5.002	16	4	1	7	3	100	2432
13.002	1	13	1	7	3	100	2433
11.001	1	4	1	7	15	100	2434
5.002	16	8	1	7	3	100	2435
5.002	1	11	1	1	22	100	2436
13.001	1	8	1	1	22	100	2437
21.001	1	13	1	7	3	100	2438
13.002	1	9	1	21	3	100	2439
13.002	1	12	1	21	3	100	2440
12.001	16	11	1	7	6	100	2441
13.002	25	4	1	7	3	100	2442
13.001	1	10	1	7	22	100	2443
12.007	1	11	1	7	22	100	2444
13.001	19	12	1	7	9	100	2445
5.002	33	12	1	7	3	100	2446
13.002	25	12	1	7	3	100	2447
21.001	19	11	1	7	3	100	2448
21.001	1	11	1	7	22	100	2449
2.001	1	11	1	1	52	100	2450
43.001	1	4	1	7	15	2	2451
13.001	19	8	1	21	9	100	2452
21.001	1	12	1	34	3	100	2453
43.001	1	8	1	7	15	2	2454
27.003	1	12	1	34	3	100	2455
43.001	1	12	1	7	15	2	2456
43.002	19	8	1	7	3	100	2457
43.002	19	12	1	7	3	100	2458
21.001	1	4	1	7	52	100	2459
43.004	25	8	1	2	10	100	2460
18.001	1	8	1	7	55	2	2461
43.004	25	4	1	7	10	100	2462
21.001	47	12	1	7	3	100	2463
10.003	1	12	1	21	47	100	2464
18.001	36	12	1	2	24	100	2465
18.001	47	11	1	7	10	100	2466
43.004	25	13	1	2	10	100	2467
13.001	1	12	1	1	68	100	2468
43.001	47	13	1	7	21	100	2469
12.001	1	8	1	34	93	100	2470
13.001	25	8	1	7	108	100	2471
27.003	1	12	1	34	93	100	2472
12.001	22	8	1	34	93	100	2473
12.001	22	13	1	34	93	100	2474
13.001	22	13	1	34	93	100	2475
2.002	40	13	100	7	34	100	2476
34.007	40	11	100	7	4	100	2477
